1.0E-7;14024.145684675728;251896.53466451922
2.0E-7;7012.122621566183;125952.0082373653
3.0E-7;4674.781592448478;83970.49153425137
4.0E-7;3506.1110742479514;62979.73633847365
5.0E-7;2804.908758965331;50385.282862125227
6.0E-7;2337.440545003392;41988.980391789484
7.0E-7;2003.534674738179;35991.62144478237
8.0E-7;1753.105269518432;31493.601967932214
9.0E-7;1558.3268408489678;27995.142471351963
1.0E-6;1402.5040957933654;25196.374728779792
2.0E-6;701.2984652881762;12601.9187035245
3.0E-6;467.5653306315303;8403.764839705234
4.0E-6;350.69871024372355;6304.6865055981936
5.0E-6;280.5786956394354;5045.238401712357
6.0E-6;233.8319840783634;4205.6054091745755
7.0E-6;200.44144556458477;3605.866764064377
8.0E-6;175.39851530250738;3156.0620905579515
9.0E-6;155.92065724259479;2806.2133972269217
1.0E-5;140.33834975130293;2526.333891242025
2.0E-5;69.9674140073359;1266.8610196117426
3.0E-5;46.73178184896273;847.0185867909657
4.0E-5;35.09274117233449;637.08392613373235
5.0E-5;28.10225139284517;511.1125022896783
6.0E-5;23.438822170365096;427.1228017747073
7.E-5;20.106167496886666;367.1227456743594
8.0E-5;17.605671857261708;322.11629350625485
9.0E-5;15.660195015118093;287.105643704455
1.0E-4;14.10334696121461;259.0921146243082
2.0E-4;7.089517589616151;132.89963073576127
3.0E-4;4.744946146192275;90.68793387642945
4.0E-4;3.5687847054088406;69.48284558728476
5.0E-4;2.860405159796989;56.68826837411
6.0E-4;2.3861720285043475;48.104629471780544
7.01E-4;2.045916505393914;41.93148538182498
8.0E-4;1.7895327700173693;37.26815303446593
9.0E-4;1.5891615779167674;33.61390504772851
0.001;1.4280811233670123;30.66803894275114